Policy_ID,Customer_ID,Policy_Type,Policy_Start_Date,Policy_End_Date,Premium_Amount,Sum_Assured,Payment_Frequency,Policy_Status,Policy_Term_Years,Risk_Category,Agent_ID,Acquisition_Channel
POL006419,C01027,Motor,2023-08-06,2024-08-05,60180.0,1719500.0,Annually,Lapsed,1,Medium,A0031,Bancassurance
POL006420,C04029,Life,2023-08-09,2033-08-09,90250.0,4257000.0,Monthly,Active,10,Medium,A0022,Agent
POL006421,C03575,Motor,2025-09-11,2026-09-11,40160.0,882600.0,Annually,Active,1,High,A0001,Agent
POL006422,C01818,Life,2024-12-25,2049-12-25,30250.0,2115600.0,Monthly,Active,25,Medium,A0066,Agent
POL006423,C03407,Home,2025-03-29,2030-03-28,10850.0,4931000.0,Annually,Active,5,Medium,A0024,Referral
POL006424,C03103,Health,2025-06-17,2027-06-17,29320.0,750000.0,Annually,Lapsed,2,Low,A0082,Agent
POL006425,C01301,Motor,2025-03-02,2026-03-02,11690.0,334100.0,Annually,Active,1,Medium,A0009,Online
POL006426,C04872,Home,2023-10-25,2033-10-25,12930.0,6916900.0,Annually,Active,10,Low,A0043,Agent
POL006427,C02705,Motor,2023-09-25,2024-09-24,59000.0,1685700.0,Annually,Expired,1,Medium,A0082,Corporate
POL006428,C02296,Travel,2023-11-25,2023-12-13,8780.0,860600.0,Annually,Expired,1,Low,A0006,Online
POL006429,C00475,Health,2025-06-30,2026-06-28,44710.0,1000000.0,Quarterly,Active,1,Low,A0015,Agent
POL006430,C03304,Health,2025-06-19,2026-06-19,83400.0,1500000.0,Monthly,Active,1,Medium,A0090,Online
POL006431,C00566,Travel,2023-11-27,2024-01-11,1500.0,67200.0,Annually,Expired,1,Low,A0028,Bancassurance
POL006432,C00614,Health,2024-11-28,2027-11-28,37650.0,750000.0,Annually,Active,3,Medium,A0078,Referral
POL006433,C04050,Health,2025-01-16,2026-01-16,13800.0,300000.0,Annually,Active,1,Medium,A0014,Agent
POL006434,C01814,Motor,2024-01-21,2025-01-20,45880.0,1008400.0,Annually,Expired,1,High,A0098,Online
POL006435,C03504,Motor,2023-12-21,2024-12-20,27340.0,781100.0,Annually,Expired,1,Medium,A0009,Agent
POL006436,C04662,Home,2025-07-03,2035-07-03,10880.0,5815500.0,Annually,Active,10,Low,A0047,Agent
POL006437,C03001,Travel,2024-09-21,2024-10-09,11310.0,942200.0,Annually,Expired,1,Medium,A0096,Corporate
POL006438,C01195,Health,2023-02-01,2024-02-01,16860.0,300000.0,Annually,Expired,1,Medium,A0036,Online
POL006439,C03158,Life,2024-11-06,2039-11-06,56540.0,3276500.0,Annually,Active,15,Low,A0036,Agent
POL006440,C00423,Life,2023-06-06,2038-06-06,51270.0,2928000.0,Annually,Cancelled,15,Low,A0038,Agent
POL006441,C00887,Motor,2023-12-05,2024-12-04,50710.0,1448900.0,Monthly,Expired,1,Medium,A0008,Agent
POL006442,C02324,Motor,2024-06-09,2025-06-09,65970.0,1449900.0,Monthly,Expired,1,High,A0076,Agent
POL006443,C02737,Life,2025-09-01,2050-09-01,148210.0,8988000.0,Annually,Active,25,Low,A0073,Online
POL006444,C04022,Travel,2024-04-15,2024-05-22,4600.0,383700.0,Annually,Lapsed,1,Medium,A0028,Bancassurance
POL006445,C00332,Motor,2024-08-10,2025-08-10,57430.0,1262200.0,Monthly,Expired,1,High,A0083,Corporate
POL006446,C00487,Health,2024-01-27,2025-01-27,29710.0,750000.0,Monthly,Expired,1,Low,A0004,Agent
POL006447,C04563,Home,2024-05-19,2029-05-19,3740.0,1699800.0,Monthly,Active,5,Medium,A0070,Agent
POL006448,C01932,Motor,2024-07-04,2025-07-04,49880.0,1425100.0,Annually,Expired,1,Medium,A0056,Referral
POL006449,C03347,Motor,2023-04-22,2024-04-21,20850.0,595800.0,Annually,Expired,1,Medium,A0093,Corporate
POL006450,C02739,Life,2023-12-29,2048-12-28,286440.0,11550000.0,Quarterly,Active,25,Medium,A0067,Online
POL006451,C02268,Health,2024-12-16,2025-12-16,28200.0,750000.0,Annually,Expired,1,Medium,A0004,Corporate
POL006452,C03813,Home,2024-03-21,2025-03-21,4620.0,2472300.0,Annually,Expired,1,Low,A0010,Bancassurance
POL006453,C00595,Life,2025-09-05,2055-09-05,27160.0,1686700.0,Quarterly,Active,30,Medium,A0014,Online
POL006454,C03682,Motor,2023-08-30,2024-08-29,43310.0,1237400.0,Annually,Expired,1,Medium,A0096,Agent
POL006455,C00166,Motor,2024-01-09,2025-01-08,44560.0,1273200.0,Annually,Expired,1,Medium,A0079,Agent
POL006456,C02707,Home,2023-08-15,2038-08-15,16510.0,7505300.0,Monthly,Active,15,Medium,A0083,Bancassurance
POL006457,C03978,Travel,2024-11-12,2024-12-15,2920.0,243100.0,Annually,Lapsed,1,Medium,A0052,Bancassurance
POL006458,C00087,Health,2024-01-27,2026-01-27,28940.0,750000.0,Annually,Lapsed,2,Low,A0030,Referral
POL006459,C03445,Health,2025-08-02,2027-08-02,18800.0,500000.0,Monthly,Active,2,Medium,A0006,Referral
POL006460,C01563,Health,2024-09-13,2025-09-13,23880.0,500000.0,Annually,Expired,1,Low,A0025,Bancassurance
POL006461,C04329,Motor,2023-05-11,2024-05-10,11300.0,323000.0,Monthly,Lapsed,1,Medium,A0085,Bancassurance
POL006462,C04703,Travel,2025-06-28,2025-07-23,9380.0,781300.0,Annually,Expired,1,Medium,A0070,Online
POL006463,C01403,Health,2024-12-08,2025-12-08,57140.0,750000.0,Monthly,Expired,1,High,A0047,Online
POL006464,C02112,Health,2025-06-22,2026-06-22,44710.0,1000000.0,Annually,Active,1,Low,A0089,Agent
POL006465,C01319,Motor,2023-07-01,2024-06-30,47250.0,1350100.0,Annually,Expired,1,Medium,A0018,Bancassurance
POL006466,C01090,Life,2023-12-31,2038-12-28,130660.0,7686000.0,Annually,Lapsed,15,Low,A0038,Agent
POL006467,C00860,Health,2023-03-07,2024-03-07,11730.0,300000.0,Monthly,Expired,1,Low,A0095,Agent
POL006468,C02510,Home,2025-07-24,2026-07-24,12740.0,5792200.0,Annually,Active,1,Medium,A0094,Bancassurance
POL006469,C04109,Home,2023-01-27,2028-01-27,2210.0,1180800.0,Annually,Active,5,Low,A0045,Bancassurance
POL006470,C01987,Travel,2024-08-06,2024-09-03,4280.0,420000.0,Annually,Expired,1,Low,A0072,Agent
POL006471,C00679,Home,2024-07-06,2034-07-06,11410.0,6100900.0,Annually,Active,10,Low,A0043,Agent
POL006472,C04417,Health,2023-01-25,2025-01-25,19800.0,500000.0,Annually,Expired,2,Low,A0051,Agent
POL006473,C00309,Home,2024-11-06,2029-11-06,7890.0,3587100.0,Annually,Active,5,Medium,A0074,Bancassurance
POL006474,C03032,Motor,2024-07-17,2025-07-17,26190.0,748300.0,Annually,Expired,1,Medium,A0075,Agent
POL006475,C04061,Life,2023-02-24,2033-02-24,53240.0,3441600.0,Monthly,Active,10,Low,A0091,Online
POL006476,C04568,Home,2023-07-01,2028-07-01,11860.0,6342600.0,Annually,Active,5,Low,A0076,Agent
POL006477,C04462,Life,2025-09-21,2035-09-21,37650.0,2394000.0,Annually,Active,10,Low,A0053,Online
POL006478,C04539,Health,2024-04-13,2025-04-13,19550.0,500000.0,Annually,Expired,1,Low,A0054,Bancassurance
POL006479,C02416,Motor,2023-02-04,2024-02-04,31050.0,887100.0,Annually,Lapsed,1,Medium,A0010,Agent
POL006480,C03998,Health,2024-04-24,2026-04-24,38100.0,750000.0,Monthly,Active,2,Medium,A0077,Bancassurance
POL006481,C01280,Home,2023-01-18,2038-01-18,14750.0,6703900.0,Annually,Lapsed,15,Medium,A0030,Online
POL006482,C04511,Motor,2025-05-02,2026-05-02,37940.0,1084000.0,Annually,Active,1,Medium,A0046,Online
POL006483,C02009,Health,2025-06-20,2027-06-20,114800.0,2000000.0,Annually,Lapsed,2,Medium,A0016,Referral
POL006484,C03636,Motor,2023-07-11,2024-07-10,28150.0,804200.0,Monthly,Expired,1,Medium,A0033,Corporate
POL006485,C04995,Health,2025-09-09,2027-09-09,34680.0,750000.0,Annually,Active,2,Low,A0005,Bancassurance
POL006486,C00721,Travel,2024-02-22,2024-04-14,1500.0,86800.0,Annually,Expired,1,Medium,A0088,Agent
POL006487,C03220,Health,2025-04-20,2026-04-20,20300.0,500000.0,Quarterly,Active,1,Medium,A0009,Online
POL006488,C02987,Health,2024-06-29,2026-06-28,108800.0,2000000.0,Annually,Active,2,Medium,A0036,Online
POL006489,C00139,Health,2024-09-06,2025-09-06,40800.0,750000.0,Monthly,Expired,1,Medium,A0053,Online
POL006490,C02591,Life,2024-03-17,2039-03-17,65110.0,3829700.0,Annually,Active,15,Low,A0090,Agent
POL006491,C01633,Home,2024-03-19,2034-03-19,4210.0,2249100.0,Annually,Active,10,Low,A0084,Agent
POL006492,C00614,Motor,2024-10-23,2025-10-23,59780.0,1708000.0,Annually,Expired,1,Medium,A0093,Bancassurance
POL006493,C02508,Motor,2024-07-16,2025-07-16,48790.0,1394000.0,Annually,Lapsed,1,Medium,A0044,Bancassurance
POL006494,C01156,Motor,2025-08-01,2026-08-01,52230.0,1492400.0,Annually,Active,1,Medium,A0051,Online
POL006495,C00389,Health,2024-04-09,2025-04-09,19100.0,500000.0,Quarterly,Lapsed,1,Medium,A0077,Online
POL006496,C01226,Life,2025-06-13,2035-06-13,51540.0,3201000.0,Annually,Active,10,Medium,A0053,Corporate
POL006497,C03069,Life,2024-01-26,2054-01-26,89090.0,4738900.0,Annually,Cancelled,30,Medium,A0061,Online
POL006498,C04456,Home,2024-03-03,2029-03-03,4120.0,2203000.0,Monthly,Active,5,Low,A0055,Online
POL006499,C00141,Life,2025-02-12,2050-02-12,71470.0,3520600.0,Monthly,Active,25,Medium,A0021,Online
POL006500,C02367,Home,2023-05-30,2033-05-28,14890.0,7963800.0,Annually,Active,10,Low,A0087,Agent
POL006501,C01443,Motor,2025-05-11,2026-05-11,61050.0,1744400.0,Annually,Lapsed,1,Medium,A0055,Online
POL006502,C01829,Motor,2025-09-04,2026-09-04,18450.0,405500.0,Monthly,Active,1,High,A0007,Online
POL006503,C02263,Travel,2023-04-03,2023-04-23,4640.0,455200.0,Annually,Expired,1,Low,A0093,Corporate
POL006504,C01614,Motor,2024-05-30,2025-05-30,8220.0,234900.0,Annually,Expired,1,Medium,A0054,Referral
POL006505,C00112,Home,2024-04-26,2034-04-26,12470.0,5669900.0,Annually,Active,10,Medium,A0036,Agent
POL006506,C03144,Motor,2024-09-23,2025-09-23,36130.0,1032300.0,Annually,Expired,1,Medium,A0051,Agent
POL006507,C03622,Life,2023-10-18,2048-10-18,183590.0,8925000.0,Quarterly,Active,25,Low,A0056,Agent
POL006508,C02965,Life,2023-09-19,2043-09-19,139350.0,7785000.0,Annually,Active,20,Medium,A0077,Online
POL006509,C04444,Life,2025-01-26,2045-01-26,55780.0,3606000.0,Annually,Active,20,Low,A0080,Referral
POL006510,C03557,Health,2024-03-13,2025-03-13,33150.0,750000.0,Quarterly,Lapsed,1,Low,A0086,Online
POL006511,C04150,Health,2025-04-08,2028-04-08,24500.0,500000.0,Monthly,Active,3,Medium,A0069,Agent
POL006512,C04937,Health,2023-11-22,2024-11-22,60060.0,750000.0,Annually,Expired,1,High,A0096,Online
POL006513,C04228,Life,2023-03-22,2038-03-22,55100.0,3147000.0,Monthly,Active,15,Low,A0065,Bancassurance
POL006514,C00194,Travel,2024-03-28,2024-05-14,10140.0,994200.0,Annually,Lapsed,1,Low,A0061,Online
POL006515,C00882,Life,2025-01-08,2050-01-08,82950.0,5250000.0,Annually,Active,25,Medium,A0016,Online
POL006516,C02582,Health,2023-10-03,2025-10-03,27500.0,500000.0,Quarterly,Expired,2,Medium,A0046,Corporate
POL006517,C00989,Life,2024-12-03,2039-12-03,123930.0,5319000.0,Monthly,Active,15,Medium,A0100,Online
POL006518,C02436,Life,2023-07-08,2043-07-08,43050.0,2571000.0,Annually,Active,20,Low,A0046,Agent
POL006519,C01940,Home,2024-09-21,2029-09-21,15330.0,6970300.0,Annually,Active,5,Medium,A0038,Online
POL006520,C03251,Health,2023-10-02,2025-10-02,27200.0,500000.0,Annually,Expired,2,Medium,A0097,Referral
POL006521,C03003,Health,2025-09-12,2026-09-12,11280.0,300000.0,Annually,Active,1,Medium,A0033,Corporate
POL006522,C01476,Health,2023-08-31,2024-08-28,76400.0,2000000.0,Quarterly,Lapsed,1,Medium,A0100,Bancassurance
POL006523,C01566,Motor,2023-12-02,2024-12-01,48140.0,1375400.0,Monthly,Expired,1,Medium,A0050,Agent
POL006524,C02857,Health,2025-09-30,2028-09-28,88400.0,2000000.0,Annually,Active,3,Medium,A0044,Online
POL006525,C02344,Motor,2025-09-26,2026-09-26,75440.0,1657900.0,Annually,Active,1,High,A0047,Corporate
POL006526,C02029,Health,2023-05-31,2026-05-28,32000.0,750000.0,Quarterly,Active,3,Low,A0076,Bancassurance
POL006527,C03179,Motor,2024-09-16,2025-09-16,67430.0,1481900.0,Annually,Expired,1,High,A0088,Agent
POL006528,C02715,Motor,2025-06-11,2026-06-11,52720.0,1506300.0,Monthly,Active,1,Medium,A0018,Corporate
POL006529,C01882,Home,2023-02-28,2038-02-28,4650.0,2485500.0,Annually,Active,15,Low,A0098,Agent
POL006530,C03664,Life,2023-10-05,2053-10-05,80370.0,3907000.0,Annually,Active,30,Low,A0007,Referral
POL006531,C00675,Motor,2023-04-13,2024-04-12,31910.0,701300.0,Annually,Expired,1,High,A0097,Agent
POL006532,C01614,Health,2024-07-16,2025-07-16,83300.0,2000000.0,Monthly,Expired,1,Low,A0005,Agent
POL006533,C00693,Motor,2023-01-25,2024-01-25,48150.0,1375700.0,Annually,Lapsed,1,Medium,A0057,Online
POL006534,C02848,Life,2024-10-09,2054-10-09,44620.0,2169000.0,Monthly,Active,30,Low,A0016,Agent
POL006535,C01161,Motor,2023-04-08,2024-04-07,32910.0,940400.0,Annually,Expired,1,Medium,A0064,Online
POL006536,C00211,Motor,2024-11-25,2025-11-25,57310.0,1637500.0,Annually,Expired,1,Medium,A0044,Online
POL006537,C04301,Home,2024-05-18,2034-05-18,7380.0,3356700.0,Annually,Active,10,Medium,A0011,Online
POL006538,C02498,Life,2025-06-28,2035-06-28,60060.0,3642100.0,Annually,Active,10,Low,A0028,Referral
POL006539,C02560,Motor,2024-08-30,2025-08-30,50820.0,1452100.0,Annually,Expired,1,Medium,A0080,Corporate
POL006540,C04170,Home,2025-01-31,2040-01-28,14240.0,7613900.0,Annually,Lapsed,15,Low,A0092,Bancassurance
POL006541,C03822,Health,2023-10-28,2025-10-28,40040.0,500000.0,Annually,Expired,2,High,A0036,Online
POL006542,C02279,Health,2025-06-29,2026-06-28,13870.0,300000.0,Annually,Active,1,Low,A0018,Agent
POL006543,C02407,Health,2024-09-18,2025-09-18,12340.0,300000.0,Monthly,Lapsed,1,Low,A0085,Online
POL006544,C03236,Home,2023-06-24,2033-06-24,3830.0,2045800.0,Annually,Active,10,Low,A0026,Online
POL006545,C03262,Motor,2023-04-08,2024-04-07,25860.0,738800.0,Annually,Lapsed,1,Medium,A0019,Agent
POL006546,C00742,Life,2023-07-04,2043-07-04,61380.0,4174400.0,Annually,Active,20,Low,A0047,Agent
POL006547,C04382,Health,2025-02-16,2028-02-16,22100.0,500000.0,Monthly,Active,3,Low,A0019,Online
POL006548,C02242,Motor,2023-07-01,2024-06-30,60880.0,1739400.0,Annually,Expired,1,Medium,A0014,Bancassurance
POL006549,C03302,Life,2024-02-15,2034-02-15,30490.0,2004000.0,Monthly,Active,10,Low,A0091,Bancassurance
POL006550,C03503,Life,2023-05-02,2038-05-02,86210.0,4310400.0,Annually,Cancelled,15,Medium,A0031,Online
POL006551,C02775,Motor,2025-08-18,2026-08-18,35470.0,1013500.0,Monthly,Active,1,Medium,A0001,Online
POL006552,C03821,Health,2023-10-19,2025-10-19,18800.0,500000.0,Monthly,Expired,2,Medium,A0092,Agent
POL006553,C04964,Travel,2024-01-15,2024-01-27,1650.0,161300.0,Annually,Lapsed,1,Low,A0079,Agent
POL006554,C02763,Home,2025-03-08,2035-03-08,6850.0,3115500.0,Monthly,Active,10,Medium,A0013,Agent
POL006555,C01017,Health,2023-03-15,2026-03-15,32770.0,750000.0,Annually,Active,3,Low,A0044,Online
POL006556,C02682,Motor,2023-07-16,2024-07-15,35630.0,783000.0,Monthly,Expired,1,High,A0047,Agent
POL006557,C02179,Motor,2025-04-17,2026-04-17,14790.0,422700.0,Monthly,Active,1,Medium,A0044,Referral
POL006558,C03581,Health,2025-03-11,2026-03-11,31350.0,750000.0,Monthly,Active,1,Medium,A0061,Online
POL006559,C04391,Motor,2023-01-04,2024-01-04,6330.0,212700.0,Annually,Expired,1,Low,A0084,Online
POL006560,C00522,Travel,2023-06-12,2023-06-23,8770.0,731200.0,Annually,Expired,1,Medium,A0069,Agent
POL006561,C01067,Life,2024-06-25,2044-06-25,61800.0,4433000.0,Monthly,Active,20,Low,A0008,Bancassurance
POL006562,C04100,Health,2023-01-02,2024-01-02,45400.0,1000000.0,Monthly,Expired,1,Medium,A0057,Agent
POL006563,C01534,Life,2024-12-15,2044-12-15,70650.0,4284100.0,Annually,Lapsed,20,Low,A0092,Online
POL006564,C04269,Home,2025-05-06,2030-05-06,14030.0,6377600.0,Annually,Active,5,Medium,A0091,Online
POL006565,C01838,Health,2025-08-12,2026-08-12,36040.0,1000000.0,Monthly,Lapsed,1,Low,A0075,Agent
POL006566,C03342,Health,2024-09-10,2026-09-10,90440.0,2000000.0,Annually,Active,2,Low,A0015,Agent
POL006567,C01679,Health,2024-04-30,2026-04-28,12180.0,300000.0,Quarterly,Active,2,Medium,A0004,Corporate
POL006568,C02249,Life,2024-07-28,2049-07-28,129660.0,6387000.0,Monthly,Cancelled,25,Medium,A0047,Agent
POL006569,C01688,Motor,2024-03-19,2025-03-19,23940.0,804700.0,Annually,Expired,1,Low,A0085,Online
POL006570,C02147,Home,2025-03-24,2026-03-24,5140.0,2750200.0,Annually,Active,1,Low,A0096,Agent
POL006571,C02234,Health,2023-11-23,2025-11-23,14880.0,300000.0,Annually,Expired,2,Medium,A0078,Online
POL006572,C03894,Health,2025-02-08,2028-02-08,46750.0,1000000.0,Quarterly,Active,3,Low,A0083,Corporate
POL006573,C03157,Motor,2024-05-18,2025-05-18,37850.0,1081300.0,Annually,Lapsed,1,Medium,A0034,Online
POL006574,C02033,Motor,2024-09-06,2025-09-06,56050.0,1231800.0,Monthly,Expired,1,High,A0031,Bancassurance
POL006575,C01915,Health,2025-05-09,2028-05-09,25100.0,500000.0,Monthly,Lapsed,3,Medium,A0004,Bancassurance
POL006576,C01481,Travel,2025-08-20,2025-10-19,5320.0,443500.0,Annually,Expired,1,Medium,A0061,Agent
POL006577,C00109,Health,2024-04-15,2025-04-15,21080.0,500000.0,Monthly,Lapsed,1,Low,A0075,Online
POL006578,C02625,Home,2025-07-30,2035-07-28,8410.0,3823800.0,Annually,Active,10,Medium,A0027,Online
POL006579,C02411,Home,2025-10-01,2030-10-01,3810.0,1731200.0,Annually,Active,5,Medium,A0075,Referral
POL006580,C03368,Health,2025-05-15,2026-05-15,12190.0,300000.0,Quarterly,Lapsed,1,Low,A0098,Agent
POL006581,C00577,Health,2025-03-22,2026-03-22,17040.0,300000.0,Monthly,Active,1,Medium,A0095,Agent
POL006582,C04532,Life,2023-05-27,2033-05-27,51800.0,3622400.0,Monthly,Active,10,Medium,A0099,Referral
POL006583,C03491,Travel,2025-08-30,2025-10-12,3850.0,377000.0,Annually,Lapsed,1,Low,A0082,Online
POL006584,C04997,Home,2024-07-15,2039-07-15,17270.0,7848800.0,Monthly,Active,15,Medium,A0092,Online
POL006585,C02896,Home,2023-11-28,2028-11-28,3450.0,1844100.0,Monthly,Active,5,Low,A0036,Referral
POL006586,C00892,Life,2023-10-09,2033-10-09,110110.0,5676000.0,Monthly,Active,10,Medium,A0085,Online
POL006587,C03963,Home,2025-07-17,2026-07-17,13150.0,7030100.0,Annually,Active,1,Low,A0009,Bancassurance
POL006588,C01689,Life,2024-10-28,2039-10-28,182280.0,7884000.0,Quarterly,Active,15,Low,A0046,Online
POL006589,C03081,Home,2023-01-04,2028-01-04,7670.0,4102400.0,Annually,Active,5,Low,A0051,Agent
POL006590,C03989,Motor,2025-09-27,2026-09-27,79360.0,1744100.0,Annually,Active,1,High,A0098,Referral
POL006591,C02464,Motor,2023-10-01,2024-09-30,26850.0,590200.0,Annually,Expired,1,High,A0070,Agent
POL006592,C03741,Home,2024-05-11,2029-05-11,13430.0,6103800.0,Annually,Active,5,Medium,A0066,Referral
POL006593,C01061,Life,2025-04-16,2035-04-16,94270.0,4885900.0,Annually,Active,10,Low,A0025,Agent
POL006594,C04930,Life,2023-12-31,2038-12-28,63980.0,3453000.0,Annually,Active,15,Low,A0055,Bancassurance
POL006595,C03229,Life,2025-03-21,2045-03-21,39480.0,2358000.0,Annually,Active,20,Low,A0086,Online
POL006596,C03433,Life,2025-01-17,2035-01-17,44970.0,2814000.0,Monthly,Active,10,Low,A0092,Agent
POL006597,C04586,Health,2023-01-20,2025-01-20,12650.0,300000.0,Quarterly,Expired,2,Low,A0082,Agent
POL006598,C01839,Health,2023-07-08,2024-07-08,42150.0,750000.0,Annually,Expired,1,Medium,A0061,Bancassurance
POL006599,C04837,Health,2023-09-03,2025-09-03,19100.0,500000.0,Annually,Expired,2,Medium,A0089,Agent
POL006600,C01685,Motor,2023-12-02,2024-12-01,30730.0,675500.0,Annually,Expired,1,High,A0036,Agent
POL006601,C01873,Life,2024-02-21,2044-02-21,34590.0,2352000.0,Annually,Active,20,Low,A0035,Agent
POL006602,C02425,Life,2023-07-19,2038-07-19,25760.0,1587000.0,Quarterly,Active,15,Low,A0007,Agent
POL006603,C02342,Motor,2024-11-04,2025-11-04,31110.0,888700.0,Monthly,Expired,1,Medium,A0078,Online
POL006604,C01746,Health,2024-07-10,2025-07-10,17940.0,300000.0,Annually,Expired,1,Medium,A0037,Agent
POL006605,C02741,Home,2023-03-16,2033-03-16,4900.0,2618800.0,Annually,Active,10,Low,A0100,Online
POL006606,C02257,Travel,2024-05-23,2024-07-15,6370.0,624500.0,Annually,Expired,1,Low,A0066,Agent
POL006607,C03245,Health,2024-02-04,2025-02-04,60940.0,1500000.0,Monthly,Expired,1,Low,A0058,Agent
POL006608,C03409,Home,2025-07-09,2035-07-09,5650.0,2566000.0,Annually,Active,10,Medium,A0037,Online
POL006609,C00054,Health,2024-09-11,2025-09-11,80240.0,2000000.0,Annually,Expired,1,Low,A0039,Bancassurance
POL006610,C00363,Motor,2024-02-14,2025-02-13,57940.0,1655400.0,Annually,Expired,1,Medium,A0054,Online
POL006611,C04594,Home,2023-02-20,2028-02-20,14610.0,7811200.0,Annually,Active,5,Low,A0099,Agent
POL006612,C01361,Health,2023-12-22,2024-12-22,38080.0,1000000.0,Quarterly,Lapsed,1,Low,A0027,Agent
POL006613,C02546,Home,2024-04-06,2039-04-06,14020.0,7495800.0,Annually,Active,15,Low,A0095,Referral
POL006614,C02720,Health,2023-01-23,2026-01-23,13260.0,300000.0,Annually,Active,3,Medium,A0056,Agent
POL006615,C04525,Health,2023-08-06,2026-08-06,16860.0,300000.0,Quarterly,Active,3,Medium,A0005,Online
POL006616,C01020,Motor,2023-06-06,2024-06-05,31130.0,889300.0,Annually,Expired,1,Medium,A0024,Online
POL006617,C04714,Motor,2025-08-22,2026-08-22,51500.0,1471400.0,Monthly,Active,1,Medium,A0073,Agent
POL006618,C02424,Life,2023-11-04,2038-11-04,89160.0,4899000.0,Annually,Active,15,Medium,A0055,Agent
POL006619,C03970,Home,2025-02-26,2035-02-26,12630.0,6754800.0,Annually,Lapsed,10,Low,A0025,Agent
POL006620,C03287,Motor,2023-05-08,2024-05-07,13270.0,379000.0,Annually,Expired,1,Medium,A0057,Referral
POL006621,C00280,Motor,2023-11-15,2024-11-14,62450.0,1784300.0,Annually,Expired,1,Medium,A0081,Online
POL006622,C02776,Home,2023-04-16,2028-04-16,5090.0,2314000.0,Annually,Active,5,Medium,A0092,Agent
POL006623,C00214,Motor,2023-10-24,2024-10-23,47470.0,1356400.0,Annually,Expired,1,Medium,A0022,Online
POL006624,C04177,Life,2023-02-18,2048-02-18,87400.0,4652400.0,Quarterly,Active,25,Low,A0032,Bancassurance
POL006625,C04839,Travel,2024-10-29,2024-12-06,4340.0,361900.0,Annually,Expired,1,Medium,A0081,Online
POL006626,C02045,Motor,2025-05-10,2026-05-10,48010.0,1371600.0,Annually,Active,1,Medium,A0022,Agent
POL006627,C01127,Home,2024-12-16,2029-12-16,3490.0,1868400.0,Annually,Active,5,Low,A0078,Online
POL006628,C00041,Life,2024-11-05,2044-11-05,83500.0,4162300.0,Monthly,Active,20,Low,A0020,Online
POL006629,C00395,Health,2025-09-06,2026-09-06,30200.0,500000.0,Annually,Active,1,Medium,A0006,Agent
POL006630,C03100,Home,2023-07-24,2038-07-24,13480.0,6125900.0,Annually,Active,15,Medium,A0056,Agent
POL006631,C02784,Health,2024-09-26,2025-09-26,86100.0,1500000.0,Quarterly,Expired,1,Medium,A0030,Agent
POL006632,C04932,Health,2025-02-05,2026-02-05,22610.0,500000.0,Annually,Active,1,Low,A0006,Corporate
POL006633,C00948,Health,2023-06-09,2025-06-09,26600.0,500000.0,Quarterly,Expired,2,Medium,A0035,Bancassurance
POL006634,C04870,Motor,2024-08-03,2025-08-03,49270.0,1407800.0,Annually,Lapsed,1,Medium,A0006,Agent
POL006635,C02658,Motor,2025-08-27,2026-08-27,45270.0,1293500.0,Annually,Active,1,Medium,A0025,Corporate
POL006636,C02933,Health,2025-05-30,2028-05-28,44850.0,750000.0,Monthly,Active,3,Medium,A0087,Online
POL006637,C02634,Home,2023-10-04,2028-10-04,6360.0,2891400.0,Annually,Active,5,Medium,A0028,Referral
POL006638,C02951,Health,2023-01-26,2024-01-26,37600.0,1000000.0,Annually,Expired,1,Medium,A0020,Agent
POL006639,C03695,Health,2025-04-19,2028-04-19,92400.0,1500000.0,Annually,Active,3,Medium,A0084,Agent
POL006640,C00036,Home,2023-10-03,2038-10-03,16870.0,7668800.0,Annually,Active,15,Medium,A0053,Corporate
POL006641,C02829,Motor,2024-01-11,2025-01-10,58950.0,1684400.0,Annually,Expired,1,Medium,A0017,Referral
POL006642,C02673,Health,2024-10-02,2025-10-02,24200.0,500000.0,Quarterly,Expired,1,Medium,A0099,Online
POL006643,C01861,Health,2023-03-18,2026-03-18,11120.0,300000.0,Annually,Active,3,Low,A0023,Online
POL006644,C04708,Travel,2023-01-09,2023-02-18,5670.0,556000.0,Annually,Expired,1,Low,A0084,Agent
POL006645,C01849,Health,2024-12-04,2026-12-04,52600.0,1000000.0,Quarterly,Active,2,Medium,A0072,Online
POL006646,C02252,Health,2023-05-28,2026-05-28,31240.0,750000.0,Annually,Active,3,Low,A0047,Online
POL006647,C02427,Health,2023-04-19,2026-04-19,29600.0,500000.0,Monthly,Active,3,Medium,A0095,Agent
POL006648,C00373,Motor,2025-01-31,2026-01-31,39760.0,1136000.0,Annually,Active,1,Medium,A0094,Bancassurance
POL006649,C03033,Motor,2024-12-26,2025-12-26,26590.0,759700.0,Monthly,Expired,1,Medium,A0093,Referral
POL006650,C04888,Home,2024-03-24,2039-03-24,3050.0,1630200.0,Annually,Cancelled,15,Low,A0018,Online
POL006651,C04685,Health,2024-10-08,2025-10-08,28940.0,750000.0,Monthly,Expired,1,Low,A0046,Bancassurance
POL006652,C01471,Home,2025-04-09,2035-04-09,6130.0,2785800.0,Annually,Active,10,Medium,A0091,Bancassurance
POL006653,C03479,Health,2025-05-25,2026-05-25,63240.0,1500000.0,Annually,Active,1,Low,A0075,Referral
POL006654,C02012,Motor,2023-09-14,2024-09-13,19760.0,564500.0,Monthly,Lapsed,1,Medium,A0031,Referral
